"657","Fuga nel Vento","1","Si risponde a un attacco diventando per un breve periodo di tempo vaporosi e privi di consistenza"
"658","Fulmine","3","1d6 danni/livello da elettricità"
"659","Fulmine (Mitico)P","3","1d8 danni/livello da elettricità"
"660","Fulmine Globulare","4","Sfere volanti di fulmini che infliggono ciascuna 3d6 danni da elettricità"
"661","Fuoco del Giudizio","3","La creatura punita subisce danni quando attacca"
"662","Fuoco della Vendetta","4","Le creature punite subiscono 3d8 danni"
"663","Fuoco Intralciante","2","La capacità di punire il male può anche intralciare i nemici"
"664","Fuorviare","6","Rende invisibili e crea un sosia illusorio"
"665","Fuorviare (Mitico)P","6","Rende invisibili e crea dei sosia illusori"
"666","Furia","1","+1 all’attacco e ai danni contro la creatura bersaglio"
"667","Furia del Sole","2","Si maledice il bersaglio, sottoponendolo a un calore insopportabile"
"668","Furia Flessibile","3","Scambia un Potere di Ira con un altro"
"669","Furto Arcano","4","Il dissolvere mirato trasferisce un effetto all'incantatore"
"670","Gabbia di Forza","7","Un cubo o una gabbia di Forza che imprigiona tutti al suo interno"
"671","Galleggiabilità","2","I bersagli galleggiano facilmente sull'acqua"
"672","Gelare il Metallo","2","Il metallo freddo danneggia chi lo tocca"
"673","Gelare il Metallo (Mitico)","2","Il metallo freddo danneggia chi lo tocca"
"674","Gelo Pungente","2","Il bersaglio è afflitto da gelo intenso"
"675","Gelo Pungente (Mitico)P","2","Il bersaglio è afflitto da gelo intenso"
"676","Gemello di Vomito","3","Si vomita una disgustosa copia di fluido viscoso di se stessi in un quadretto adiacente"
"677","Gemello di Vomito (Mitico)P","3","Si vomita una disgustosa copia di fluido viscoso di se stessi in un quadretto adiacente"
"678","Getto di Fuoco","3","Si genera un getto di fuoco che danneggia le creatura nell'area"
"679","Getto di Fuoco (Mitico)P","3","Si genera un getto di fuoco che danneggia le creatura nell'area"
"680","Geyser","5","Crea un geyser di acqua bollente"
"681","Geyser d'Aria","3","Raffiche d'aria infliggono 2d6 danni contundenti e sbalzano gli avversari verso l'alto"
"682","Ghiaccio Sacrilego","5","Crea un muro o giavellotti di acqua sacrilega ghiacciata"
"683","Ghiaccio Sacro","5","Crea un muro o giavellotti di acqua sacra ghiacciata"
"684","Ghiaccio Strisciante","4","Lastre di ghiaccio si diffondono lentamente verso l'esterno su una superficie orizzontale"
"685","Giara Magica","5","Consente la possessione di un’altra creatura"
"686","Giavellotto Spina","1","Genera un giavellotto che debilita gli avversari quando colpisce"
"687","Giustapposizione Ostile","5","Si crea un legame dimensionale con una creatura bersaglio e si scambia il proprio punto di vista con il suo"
"688","Giustapposizione Ostile Superiore","7","Come Giustapposizione Ostile ma si può influenzare una creatura ogni quattro livelli"
"689","Giusto Potere","5","Si aumenta la propria taglia e si ottiene bonus combattimento"
"690","Giusto Vigore","3","Aumenta il bonus di attacco ad ogni colpo"
"691","Glifo di Interdizione","3","Iscrizione che infligge danni a coloro che la oltrepassano"
"692","Glifo di Interdizione (Mitico)","3","Iscrizione che infligge danni a coloro che la oltrepassano"
"693","Glifo di Interdizione Superiore","6","Iscrizione che infligge fino a 10d8 danni o un incantesimo di 6° livello a coloro che la oltrepassano"
"694","Glifo Fattura","3","L'iscrizione lancia la Fattura su chi la oltrepassa"
"695","Glifo Fattura Superiore","5","L'iscrizione lancia la Fattura o la Fattura Maggiore su chi la oltrepassa"
"696","Globo del Vuoto","8","La sfera infligge Livelli Negativi"
"697","Globo del Vuoto (Mitico)","8","La sfera infligge Livelli Negativi"
"698","Globo di Invulnerabilità","6","Impedisce gli effetti di incantesimi dal 1° al 4° livello"
"699","Globo di Invulnerabilità (Mitico)","6","Come Globo di Invulnerabilità Inferiore, più effetti di incantesimi di livello pari a 4 + metà della sua Categoria"
"700","Globo di Invulnerabilità Inferiore","4","Impedisce gli effetti di incantesimi dal 1° al 3° livello"
"701","Globo Fuso","2","L'arma a spargimento di metallo fuso infligge 2d6 danni da fuoco più danno continuo"
"702","Grazia","2","Il movimento non provoca attacchi di opportunità"
"703","Grazia del Gatto","2","+4 a Destrezza per 1 minuto/livello"
"704","Grazia del Gatto di Massa","6","+4 a Destrezza per 1 minuto/livello a 1 soggetto/livello"
"705","Grazia della Nereide","1","L'incantatore irradia la grazia ultraterrena di una Nereide"
"706","Grazia Urbana","1","Ci si muove più facilmente attraverso le folle e gli edifici"
"707","Grido","4","Rende Sordi i soggetti all’interno del cono e infligge 5d6 danni sonori"
"708","Grido (Mitico)","4","Rende Sordi i soggetti all’interno del cono e infligge 5d8 danni sonori"
"709","Grido Ki","7","Il bersaglio subisce 1d6 danni sonori/liv ed è Stordito"
"710","Grido Penetrante","2","Un suono doloroso rende Barcollanti"
"711","Grido Superiore","8","Un urlo devastante infligge 10d6 danni sonori; Stordisce le creature"
"712","Guardiano della Fede","4","Il bersaglio è protetto da Scudo della Fede e da un incantesimo di protezione e può trasferire gli effetti a un'altra creatura"
"713","Guarigione","6","Cura 10 danni/livello, tutte le Malattie e le condizioni mentali"
"714","Guarigione (Mitico)P","6","Cura 15 danni/livello, tutte le Malattie e le condizioni mentali"
"715","Guarigione di Massa","9","Cura 10 danni/livello, tutte le malattie e le condizioni mentali a 1 soggetto/livello"
"716","Guarire Cavalcatura","3","Cura 10 danni/livello, tutte le malattie e le condizioni mentali a un cavallo o un’altra cavalcatura speciale"
"717","Guarire Eidolon","3","Cura a un eidolon 3d10 danni +1/livello (max +10)"
"718","Guarire Eidolon Inferiore","1","Cura a un eidolon 1d10 danni +1/livello (max +5)"
"719","Guarire Eidolon Superiore","5","Cura a un eidolon 5d10 danni +1/livello (max +20)"
"720","Guida","0","Bonus +1 a un tiro per colpire, a un Tiro Salvezza o a una prova di Abilità"
"721","Guidatore Fantomatico","3","Evoca un fantasma per guidare un veicolo"
"722","Guscio Anti-incorporeo","4","Le creature Incorporee rimangono a 3 m da sé"
"723","Guscio Antivegetali","4","Mantiene a distanza i vegetali animati"
"724","Guscio Antivita","6","Un campo di 3 m respinge le creature viventi"
"725","Identificare","1","Conferisce bonus +10 per determinare le proprietà di un oggetto magico"
"726","Illusione di Calma","1","Si continua ad apparire fermi, anche quando si compiono azioni"
"727","Immagine Maggiore","3","Come Immagine Silenziosa, ma emette suoni, odore e calore"
"728","Immagine Minore","2","Come Immagine Silenziosa, ma con suoni"
"729","Immagine Permanente","6","Include vista, suono, odore e calore"
"730","Immagine Persistente","5","Come Immagine Maggiore, ma non è necessaria la Concentrazione"
"731","Immagine Programmata","6","Come Immagine Maggiore, ma attivata da un evento"
"732","Immagine Proiettata","7","Un sosia illusorio in grado di parlare e lanciare incantesimi"
"733","Immagine Scioccante","4","Come Immagine Speculare, ma i duplicati infliggono danni da elettricità quando vengono distrutti"
"734","Immagine Silenziosa","1","Crea illusioni minori"
"735","Immagine Silenziosa (Mitico)P","1","Crea illusioni minori"
"736","Immagine Speculare","2","Crea duplicati illusori (1d4 immagini +1 ogni 3 livelli, max 8)"
"737","Immagine Speculare (Mitico)","2","Crea duplicati illusori (1d4 immagini +1 ogni 3 livelli, max 12)"
"738","Immolazione Spontanea","2","Il bersaglio subisce 3d6 danni da fuoco e prende fuoco"
"739","Immortalità","4","Si impedisce di morire a causa dei danni ai Punti Ferita al bersaglio"
"740","Immortalità (Mitico)P","4","Si impedisce di morire a causa dei danni ai Punti Ferita al bersaglio"
"741","Immunità agli Incantesimi","4","Il soggetto è immune a un incantesimo ogni 4 livelli"
"742","Immunità agli Incantesimi Collettivo","5","Come Immunità agli Incantesimi, ma si può suddividere la durata tra le creature toccate"
"743","Immunità agli Incantesimi Superiore","8","Come Immunità agli Incantesimi, ma fino a incantesimi di 8° livello"
"744","Immunità agli Incantesimi Superiore Collettivo","9","Come Immunità agli Incantesimi Superiore, ma si può suddividere la durata tra le creature toccate"
"745","Implosione","9","Infligge 10 danni/livello ad 1 creatura/round"
"746","Imporre Ostilità","1","Impone agli avversari di attaccare l'incantatore invece dei suoi alleati"
"747","Imprigionare","9","Seppellisce il soggetto sotto terra"
"748","Impulso di Fierezza Razziale","3","Ci si trasforma in qualcosa di superiore a un singolo Elfo o Umano"
"749","Inalazione Assorbente","4","Si conferisce ai propri polmoni una forza e una capienza inumana"
"750","Inaridire","5","Fa appassire un vegetale o infligge 1d6 danni/livello a una creatura vegetale"
"751","Incanalare Vita","2","Si è in grado di convertire energia positiva incanalata in Punti Ferita Temporanei"
"752","Incubo","5","Invia una visione che provoca 1d10 danni e Affaticamento"
"753","Incubo (Mitico)","5","Invia una visione che causa 4d6 di danni e lo rende Scosso"
"754","Incuti Paura","1","Una creatura con 5 DV o meno fugge per 1d4 round"
"755","Indebolire Polveri","1","Le munizioni dell'Arma da Fuoco bersaglio hanno incremento di gittata dimezzato e penalità -2 ai danni"
"756","Individuazione dei Non Morti","1","Rivela non morti entro 18 m"
"757","Individuazione dei Pensieri","2","Permette di “ascoltare” i pensieri superficiali"
"758","Individuazione del Bene","1","Rivela creature, incantesimi od oggetti di allineamento Buono"
"759","Individuazione del Caos","1","Rivela creature, incantesimi od oggetti dell’allineamento Caotico"
"760","Individuazione del Magico","0","Individua incantesimi e oggetti magici nel raggio di 18 m"
"761","Individuazione del Male","1","Rivela creature, incantesimi od oggetti dell’allineamento Malvagio"
"762","Individuazione del Veleno","1","Individua il veleno in una creatura o in un oggetto"
"763","Individuazione della Legge","1","Rivela creature, incantesimi od oggetti dell’allineamento Legale"
"764","Individuazione delle Aberrazioni","1","Rivela la presenza di aberrazioni"
"765","Individuazione delle Porte Segrete","1","Rivela porte nascoste entro 18 m"
"766","Individuazione dello Scrutamento","4","Avverte di chi spia magicamente"
"767","Individuazione dello Scrutamento (Mitico)P","4","Avverte di chi spia magicamente"
"768","Individuazione di Animali o Vegetali","1","Individua specie di animali o vegetali"
"769","Individuazione di Calappi e Trabocchetti","1","Rivela trappole naturali o primitive"
"770","Infatuazione Avventata","3","Il bersaglio deve stare vicino a un altro"
"771","Infestazione di Vermi Mangia Carne","4","Vermi che provocano la perdita di Punti Ferita e danni alla Destrezza"
"772","Infestazione Micotica","3","Il soggetto subisce sanguinamento dagli attacchi"
"773","Infliggi Ferite Critiche","4","A contatto, infligge 4d8 danni +1/livello (max +20)"
"774","Infliggi Ferite Critiche (Mitico)","4","A contatto, infligge 8d8 danni +2/livello (max +40)"
"775","Infliggi Ferite Critiche di Massa","8","Infligge 4d8 danni +1/livello a 1 soggetto/livello"
"776","Infliggi Ferite Gravi","4","A contatto, infligge 3d8 danni +1/livello (max +15)"
"777","Infliggi Ferite Gravi (Mitico)","4","Il proprio tocco infligge 6d8 danni +2 /livello (max +30)"
"778","Infliggi Ferite Gravi di Massa","7","Infligge 3d8 danni +1/livello a 1 soggetto/livello"
"779","Infliggi Ferite Leggere","1","Il proprio tocco infligge 1d8 danni +1/livello (max +5)"
"780","Infliggi Ferite Leggere (Mitico)","1","Il proprio tocco infligge 2d8 danni +2/livello (max +10)"
"781","Infliggi Ferite Leggere di Massa","5","Infligge 1d8 danni +1/livello a 1 soggetto/livello"
"782","Infliggi Ferite Moderate","3","Il proprio tocco infligge 2d8 danni +1/livello (max +10)"
"783","Infliggi Ferite Moderate (Mitico)","3","Il proprio tocco infligge 4d8 danni +2/livello (max +20)"
"784","Infliggi Ferite Moderate di Massa","6","Infligge 2d8 danni +1/livello a 1 soggetto/livello"
"785","Influenza Sacrilega","4","Danneggia e rende malate le creature Buone (1d8 danni ogni 2 livelli)"
"786","Influenza Sacrilega (Mitico)","4","Danneggia e rende malate le creature Buone (1d12 danni ogni 2 livelli)"
"787","Infondere Aura","2","Fa emulare a un bersaglio l'aura da chierico"
"788","Infondere Capacità Magiche","4","Trasferisce gli incantesimi a un soggetto"
"789","Infondere Possanza Elementale","2","Funziona come Infondere Capacità Magiche, tranne che l'incantatore può trasferire al bersaglio l'uso della sua capacità Assalto Elementale"
"790","Ingrandire Persone","1","Una creatura umanoide raddoppia la taglia"
"791","Ingrandire Persone (Mitico)","1","Una creatura umanoide aumenta la taglia"
"792","Ingrandire Persone di Massa","4","Raddoppia la taglia di 1 creatura umanoide/livello"
"793","Iniezione a Contatto","2","Si può trasferire un'infusione, un elisir, un Veleno o una Pozione come attacco di contatto"
"794","Iniezione a Contatto (Mitico)","2","Si può trasferire un'infusione, un elisir, un Veleno o una Pozione come attacco di contatto"
"795","Innalzamento del Suolo","2","Si solleva il suolo sotto di sé"
"796","Innocenza","1","Si ottiene +10 alle prove di Raggirare per sembrare innocenti"
"797","Inseguimento Divino","5","Si ottiene un tipo di movimento della propria preda"
"798","Inseguimento Divino (Mitico)","5","Si ottiene un tipo di movimento della propria preda"
"799","Inseguimento Instancabile","1","Ignora la fatica mentre si va veloci"
"800","Inseguitori Instancabili","3","Come Inseguimento Instancabile, ma su più creature"
"801","Instillare Invidia","6","I bersagli derubano o disarmano gli altri"
"802","Interazione Anonima","2","Le creature dimenticano i dettagli sul proprio conto e le conversazioni"
"803","Interdizione alla Morte","4","Concede immunità agli incantesimi di morte e agli effetti di energia negativa"
"804","Interdizione del Furto","1","Si protegge un singolo oggetto in suo possesso dal furto"
"805","Interdizione del Furto (Mitico)","1","Si protegge un singolo oggetto in suo possesso dal furto"
"806","Interdizione della Fuga","2","Si fornisce maggiore manovrabilità quando si evitano gli attacchi di nemici più grandi"
"807","Interdizione della Progenie","5","Il bersaglio diventa resistente agli effetti degli attacchi Risucchio di Energia e risucchio di sangue sferrati da creature non morte"
"808","Interdizione della Stagione","3","Si sfrutta il potere delle stagioni per proteggere il bersaglio e fornirgli alcuni bonus"
"809","Intermittenza","3","Si scompare e riappare a caso per 1 round/livello"
"810","Intermittenza (Mitico)P","3","Si scompare e riappare a caso per 1 round/livello"
"811","Interrogazione","1","Il bersaglio risponde alle domande o soffre"
"812","Interrogazione Superiore","4","Come Interrogazione, ma con più dolore e più domande"
"813","Intimorire","4","I nemici subiscono 1d8 danni/2 livelli dell’incantatore (max 5d8)"
"814","Intralciare","1","Le piante avviluppano chiunque in un raggio di 12 m"
"815","Intralciare (Mitico)","1","Le piante avviluppano chiunque in un raggio di 12 m"
"816","Intralcio Debilitante","2","Come Intralciare, ma i Vegetali hanno linfa debilitante"
"817","Intralcio Spinoso","3","Come Intralciare, ma in più i Vegetali effettuano attacchi a distanza"
"818","Intrappolare l'Anima","8","Intrappola un’anima in una gemma"
"819","Inumidire Polveri","1","Rovina le munizioni caricate nell'Arma da Fuoco bersaglio"
"820","Inversione della Gravità","7","Gli oggetti e le creature cadono verso l’alto"
"821","Inversione della Gravità (Mitico)P","7","Gli oggetti e le creature cadono verso l’alto"
"822","Invettiva Feroce","2","Si effettua una prova di Intimidire contro tutti i nemici entro 9 metri; chi viene Demoralizzato subisce anche danni da fuoco"
"823","Invettiva Feroce (Mitico)P","2","Si effettua una prova di Intimidire contro tutti i nemici entro 9 metri; chi viene Demoralizzato subisce anche danni da fuoco"
"824","Inviare","5","Riferisce un breve messaggio ovunque, all’istante"
"825","Inviare (Mitico)P","5","Riferisce un breve messaggio ovunque, all’istante"
"826","Invisibilità","2","Il soggetto è Invisibile per 1 minuto/livello o finché non attacca"
"827","Invisibilità (Mitico)P","2","Il soggetto è Invisibile per 1 minuto/livello o finché non attacca"
"828","Invisibilità di Massa","7","Come Invisibilità, ma ha effetto su tutti quelli presenti nel raggio di azione"
"829","Invisibilità Superiore","4","Come Invisibilità, ma il soggetto può attaccare e rimanere invisibile"
"830","Invocare il Fulmine","3","Fa scendere dei fulmini (3d6 danni per fulmine) dal cielo"
"831","Invocare il Fulmine (Mitico)","3","Fa scendere dei fulmini (3d10 danni per fulmine) dal cielo"
"832","Invocare Tempesta di Fulmini","5","Come Invocare il Fulmine, ma 5d6 danni per fulmine"
"833","Invocazione Eroica","9","Concede a diverse creature bonus ad attacchi e danni, Punti Ferita Temporanei e immunità ad effetti di Paura e charme"
"834","Ipnosi","1","Affascina 2d4 DV di creature"
"835","Ira","3","+2 a Forza e Costituzione, +1 ai Tiri Salvezza sulla Volontà, –2 alla CA"
"836","Ira Non Morta","3","Come Ira, ma influenza solo i Non Morti"
"837","Irsura","1","Scambia il bonus di armatura naturale con un bonus agli attacchi con armi naturali"
"838","Ispirazione Brillante","6","Prende il migliore tra due tiri di d20"
"839","Ispirazione Tempestiva","1","Conferisce bonus a prove/attacchi falliti"
"840","Ispirazione Valorosa","2","+2d4 bonus ai tiri per colpire o alle prove di abilità falliti"
"841","Juggernaut Letale","3","Il proprio potere aumenta con ogni uccisione compiuta"
"842","Labirinto","8","Intrappola il soggetto in un labirinto extradimensionale"
"843","Labirinto (Mitico)","8","Intrappola il soggetto in un labirinto extradimensionale"
"844","Lama della Vittoria Sfolgorante","3","L'arma legata ottiene Tocco Fantasma"
"845","Lama dell'Oscuro Trionfo","3","L'arma legata ottiene Tocco Fantasma"
"846","Lama Infuocata","2","Un attacco di contatto infligge 1d8 danni +1 ogni 2 livelli"
"847","Lama Infuocata (Mitico)P","2","Un attacco di contatto infligge 2d6 danni +1 ogni livello"
"848","Lame di Piombo","1","Le armi da mischia infliggono danni come se fossero di una taglia più grande"
"849","Lame di Vento","5","Si indurisce l'aria attorno al bersaglio, trasformandola in frastagliate lame invisibili"
"850","Lamento del Codardo","4","Se il soggetto non attacca l’incantatore subisce una penalità"
"851","Lamento della Banshee","9","10 danni/livello a 1 creatura/livello"
"852","Lampo","0","Abbaglia una creatura (–1 ai tiri per colpire)"
"853","Lancia di Luce","2","Crea un forte bagliore di luce"
"854","Lancia di Purezza","2","Danneggia e può Accecare creature malvagie"
"855","Lanterna Danzante","1","Anima una lanterna che vi segue"
"856","Legame","8","Una serie di tecniche per imprigionare una creatura"
"857","Legame di Battaglia","6","L'incantatore e un alleato ottengono bonus ad attacchi e CA"
"858","Legame di Battaglia (Mitico)P","6","L'incantatore e un alleato ottengono bonus ad attacchi e CA"
"859","Legame di Pace","1","Blocca un'arma al suo posto sul corpo del bersaglio"
"860","Legame Mentale con il Compagno","3","Si può parlare con il proprio Compagno Animale e lo si può addestrare con facilità soprannaturale"
"861","Legame Mentale con il Compagno (Mitico)","3","Si può parlare con il proprio Compagno Animale e lo si può addestrare con facilità soprannaturale"
"862","Legame Planare","6","Come Legame Planare Inferiore ma fino a 12 DV"
"863","Legame Planare Inferiore","5","Intrappola una creatura extraplanare con 6 DV o meno finché non esegue un compito"
"864","Legame Planare Superiore","8","Come Legame Planare Inferiore ma fino a 18 DV"
"865","Legame Sacro","3","Lancia incantesimi curativi a contatto a distanza"
"866","Legame Sacro (Mitico)P","3","Lancia incantesimi curativi a contatto a distanza"
"867","Legame Telepatico","5","Il collegamento permette agli alleati di comunicare"
"868","Legare Anima","9","Intrappola un’anima appena morta per impedirne la resurrezione"
"869","Legarsi all'Ambiente","4","Si considera il terreno su cui ci si trova come Ambiente Prescelto per la durata dell'incantesimo"
"870","Legno di Ferro","6","Il legno magico è forte come l’acciaio"
"871","Lentezza","3","1 soggetto/livello compie solo un’azione a round, penalità –1 alla CA, ai Tiri Salvezza su Riflessi e ai tiri per colpire"
"872","Lentezza (Mitico)","3","Un soggetto/livello compie solo un'azione per round, ha penalità –2 ai Tiri per Colpire, alla CA e ai Tiri Salvezza su Riflessi"
"873","Lettura del Magico","1","Per leggere pergamene e libri degli incantesimi"
"874","Levitazione","2","Il soggetto si muove in alto e in basso"
"875","Levitazione (Mitico)P","2","Il soggetto si muove in alto e in basso"
"876","Levitazione Ostile","3","Fa levitare il bersaglio sul terreno"
"877","Libertà","9","Libera le creature vittime di Imprigionare"
"878","Libertà di Movimento","4","Il soggetto si muove liberamente nonostante gli impedimenti"
"879","Linea nella Sabbia","1","Aumenta gli Attacchi di Opportunità per round"
"880","Lingua di Miele","2","Si possono tirare 2 dadi usando Diplomazia e tenere il tiro più alto"
"881","Lingua Elementale","2","Permette di parlare agli elementali e ad alcune creature"
"882","Linguaggi","3","Permette di parlare e comprendere qualsiasi linguaggio"
"883","Linguaggi Collettivo","4","Come Linguaggi, ma si può suddividere la durata tra le creature toccate"
"884","Linguaggio Primevo","5","Si può comunicare con qualsiasi creatura che non sia senza mente"
"885","Litania di Debolezza","1","Un singolo bersaglio è Affaticato per 1 round"
"886","Litania di Difesa","2","Raddoppia il Bonus di Potenziamento dell'armatura"
"887","Litania di Eloquenza","2","Affascina una creatura per 1 round"
"888","Litania di Follia","4","Un bersaglio è Confuso per almeno 1 round"
"889","Litania di Fuga","3","Teletrasporta un amico fuori da una Lotta"
"890","Litania di Guardia","2","Si ottengono due Attacchi d'Opportunità addizionali per 1 round"
"891","Litania di Indolenza","1","Un singolo bersaglio non può effettuare Attacchi d'Opportunità per 1 round"
"892","Litania di Intralcio","2","Intralcia una creatura per 1 round"
"893","Litania di Rettitudine","3","Una singola creatura malvagia subisce più danni da creature con Aura di Bene"
"894","Litania di Tuono","4","Un singolo bersaglio è Assordato finché non viene rimossa la condizione, ed è Confuso per 1 round"
"895","Litania di Vendetta","4","Gli alleati che attaccano il bersaglio dell'incantesimo ottengono bonus +5 ai danni per 1 round"
"896","Litania di Visione","3","Si possono vedere creature e oggetti Invisibili entro 9 metri"
"897","Localizza Creatura","4","Indica la direzione di una creatura familiare"
"898","Localizza Oggetto","2","Percepisce la direzione in cui si trova un oggetto (uno specifico o un tipo)"
"899","Localizzare Debolezza","3","Si tira due volte il danno di un colpo critico e si sceglie il danno migliore"
"900","Loquacità","3","Incantatore ottiene bonus +20 alle prove di Raggirare, e le sue bugie possono sfuggire all’individuazione magica"
"901","Luce","0","L’oggetto risplende come una torcia"
"902","Luce Diurna","3","Luce intensa nel raggio di 18 m"
"903","Luce Diurna (Mitico)","3","Luce intensa nel raggio di 18 m"
"904","Luce Incandescente","3","Un raggio infligge 1d8 danni ogni 2 livelli (danni maggiori ai non morti)"
"905","Luce Incandescente (Mitico)","3","Un raggio infligge 1d6 danni ogni livello (danni maggiori ai Non Morti)"
"906","Luci Danzanti","0","Crea torce illusorie o altre luci"
"907","Luce del Giudizio","4","Si ottiene un effetto addizionale mentre è attivo un Giudizio"
"908","Lucidatura a Specchio","1","Lucida un oggetto di metallo finché non è utilizzabìle come uno specchio"
"909","Luminescenza","1","Delinea i soggetti con un alone di luce, nega Sfocatura, occultamenti e simili"
"910","Luminescenza (Mitico)P","1","Delinea i soggetti con un alone di luce, nega Sfocatura, occultamenti e simili"
"911","Luminosità Insopportabile","4","Il proprio corpo luminoso Abbaglia o Acceca gli altri"
"912","Lunaticismo","4","Il soggetto è arrabbiato e confuso"
"913","Lupo Fantasma","4","Si evoca una creatura Grande simile a un Lupo semireale"
"914","Lussuria Innaturale","2","Il bersaglio è attratto da un altro"
"915","Macchina d'Assedio Magica","2","La macchina d'assedio ottiene +1 ai tiri per mirare e per i danni"
"916","Macchina d'Assedio Magica Superiore","4","La macchina d'assedio ottiene +1 ai tiri per mirare e per i danni ogni quattro livelli dell'incantatore"
"917","Maestria del Marid","1","Si ottengono dei bonus in combattimento se si sta toccando dell'acqua"
"918","Malaugurio","1","Il bersaglio tira due volte per le prove e gli attacchi e usa il tiro peggiore"
"919","Malaugurio (Mitico)P","1","Il bersaglio tira tre volte per le prove e gli attacchi e usa il tiro peggiore"
"920","Maledire l'Acqua","1","Rende l’acqua sacrilega"
"921","Maledizione","3","Tocco che uccide una creatura Morente e fa guadagnare Punti Eroe temporanei"
"922","Maledizione del Disgusto","5","Rende Infermi quando si vede l'attivatore"
"923","Maledizione della Negazione Magica","4","Il bersaglio ottiene la magipiaga negato"
"924","Maledizione dell'Artigiano","1","Il soggetto subisce –5 alle prove di Artigianato"
"925","Maledizione dell'Ondine","1","Il corpo del bersaglio perde la sua naturale capacità di respirare automaticamente"
"926","Maledizione dell'Uomo di Mare","5","Si infligge una maledizione al bersaglio, rendendolo Infermo"
"927","Maledizione del Sonno Ardente","4","La creatura prende fuoco la volta successiva che dorme per un'ora"
"928","Maledizione Maggiore","6","Come Scagliare Maledizione, ma più difficile da contrastare"
"929","Malfunzione","4","Un Costrutto si comporta in maniera strana per 1 round/livello"
"930","Manette Leganti","6","Il bersaglio viene confinato in uno specifico luogo"
"931","Mani Brucianti","1","1d4 danni da fuoco/livello (max 5d4)"
"932","Mani Brucianti (Mitico)","1","1d6 danni da fuoco/livello (max 5d6)"
"933","Mani Ricaricanti","2","Carica un singolo colpo nella propria arma ogni round"
"934","Mano in Aiuto","3","Una mano fantasma conduce un soggetto"
"935","Mano Interposta","5","Una mano che fornisce copertura contro un avversario"
"936","Mano Magica","0","Telecinesi per 2,5 kg"
"937","Mano Possente","6","Una mano che spinge via le creature"
"938","Mano Sgraffignante","2","Si può afferrare o manipolare un oggetto da lontano"
"939","Mano Spettrale","2","Crea una mano spettrale insostanziale che sferra attacchi di contatto"
"940","Mano Stringente","7","Una mano che fornisce copertura, spinge o lotta"
"941","Mano Stritolatrice","9","Una mano Grande che fornisce copertura, spinge o schiaccia i nemici dell’incantatore"
"942","Mantello del Caos","8","Bonus +4 alla CA, bonus di resistenza +4 e RI 25 contro incantesimi della legge"
"943","Manto dei Sogni","6","Le creature viventi nel raggio di 1,5 m cadono addormentate"
"944","Manto dei Venti","3","Crea uno schermo di forte vento attorno a sé"
"945","Manto del Mare","8","Si viene rivestiti di acqua protettiva"
"946","Manto delle Ombre","1","Riduce gli effetti dell’esposizione al sole e al calore"
"947","Manto di Calma","3","Neutralizza gli effetti dell'Ira di chi ha attaccato"
"948","Manto Furioso","3","Il soggetto ottiene +1/4 livelli ai tiri salvezza"
"949","Marchio","0","Crea un marchio permanente sulla creatura bersaglio"
"950","Marchio dell'Etica Ovvia","3","Le altre creature possono determinare l'allineamento del bersaglio"
"951","Marchio di Fuoco","7","Gli alleati ottengono armi infuocate, immunità agli incantesimi di fuoco e un attacco con raggio di fuoco monouso"
"952","Marchio di Protezione","3","2 creature superano il tiro salvezza su Volontà per attaccarsi a vicenda"
"953","Marchio Superiore","4","Come Marchio, ma il marchio risplende quando è vicino al proprio simbolo sacro"
"954","Martello Arboreo","4","I rami attaccano gli avversari"
"955","Martello Arboreo (Mitico)P","4","I rami attaccano gli avversari"
"956","Martello del Caos","4","Danneggia e rallenta le creature legali (1d8 danni ogni 2 livelli)"
"957","Martello del Caos (Mitico)","4","Danneggia e rallenta le creature legali (1d12 danni ogni 2 livelli)"
"958","Mascelle Serrate","2","La creatura ottiene la capacità di afferrare con l’attacco naturale"
"959","Mascherare Dweomer","1","Nasconde la presenza di un incantesimo a Individuazione del Magico"
"960","Mascherare Dweomer Collettivo","2","Come Mascherare Dweomer, ma si può suddividere la durata tra le creature toccate"
"961","Memorizza Pagina","1","Il bersaglio memorizza perfettamente una pagina di informazioni"
"962","Mente Investigativa","2","Si tira due volte e si tiene il risultato migliore quando si usano certe abilità mentali"
"963","Messaggero Vincolato","3","Il bersaglio ottiene un messaggio che può essere conferito solo al destinatario prefissato"
"964","Messaggio","0","Conversazione sussurrata a distanza"
"965","Metallo Solare","1","L'arma toccata viene ricoperta dalle fiamme"
"966","Metallo Solare (Mitico)","1","L'arma toccata viene ricoperta dalle fiamme"
"967","Metamorfosi","5","Conferisce a un soggetto consenziente una nuova forma"
"968","Metamorfosi del Famiglio","3","Conferisce al Famiglio la forma di un altro Animale"
"969","Metamorfosi Funesta","5","Trasforma il soggetto in un animale innocuo"
"970","Metamorfosi Funesta (Mitico)P","5","Trasforma il soggetto in un animale innocuo"
"971","Metamorfosi Regolabile","4","Come Alterare Se Stesso, ma si può cambiare la forma come azione veloce"
"972","Metamorfosi Superiore","7","Conferisce ad una creatura consenziente una forma più possente"
"973","Metamorfosi Suprema","8","Trasforma un soggetto in qualcos’altro"
"974","Mezzanotte Polare","9","Oscurità gelida che paralizza ed infligge danni"
"975","Migliora Trappola","2","Si migliora uno specifico elemento di una trappola"
